Idade,Grau de escolaridade,Estado civil,"Estado onde mora atualmente ( SIGLA ) Exemplo PR, GO, SC",Você trabalha atualmente?,Qual é sua faixa salarial mensal?,"Qual é a sua principal queixa hoje em relação à sua pele, cabelo ou aparência? Exemplo: acne, manchas, ressecamento, oleosidade, queda de cabelo, estrias, cicatrizes (Selecione todas as opções que se aplicam)",Há quanto tempo isso te incomoda?,Como você classificaria o impacto disso na sua autoestima?,Você já usa algum produto de beleza?,Quais produtos de beleza você usa atualmente? (Selecione todas as opções que se aplicam),Quais cuidados de beleza você faz hoje? (Selecione todas as opções que se aplicam),"Se você pudesse comprar uma solução que resolvesse seu problema estético, você compraria?",Até quanto você estaria disposto(a) a pagar para resolver esse problema?,"Se faz faculdade ou especialização qual curso ? Se a reposta for NÃO, digite apenas NÃO",Você faz faculdade ou especialização atualmente?,Já fez algum tratamento profissional para resolver essa queixa?
50,Ensino Médio completo,Solteiro,PR,Sim,Acima de 7.000,Oleosidade,3 meses,Baixo,Sim,Protetor solar,Atividade física,SIM,R$301 – R$500,Direito,Sim,Não
29,Ensino Superior completo,União Estável,PR,Sim,2.000 – 3.000,Oleosidade,2 anos,Alto,Sim,Protetor solar,Skincare,SIM,R$301 – R$500,Medicina,Sim,Não
53,Pós-graduação,Divorciado,DF,Sim,3.000 – 4.000,Oleosidade,3 meses,Médio,Sim,Hidratante,Dieta,SIM,R$301 – R$500,Não,Sim,Não
21,Ensino Médio completo,Solteiro,SC,Sim,Até 2.000,Ressecamento; Acne,6 meses,Médio,Sim,Hidratante; Protetor solar,Atividade física; Dieta,NÃO,R$301 – R$500,Não,Sim,Sim
22,Ensino Superior completo,Divorciado,SC,Sim,5.000 – 7.000,Acne,1 ano,Médio,Não,Sérum,Dieta,NÃO,Até R$100,Medicina,Não,Sim
54,Ensino Médio completo,Divorciado,SC,Não,4.000 – 5.000,Ressecamento; Manchas; Queda de cabelo,2 anos,Médio,Não,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Direito,Não,Sim
25,Ensino Superior completo,Solteiro,PR,Sim,5.000 – 7.000,Queda de cabelo,1 ano,Baixo,Não,Sérum,Atividade física,SIM,R$301 – R$500,Medicina,Sim,Não
45,Pós-graduação,União Estável,PR,Sim,Acima de 7.000,Oleosidade; Ressecamento; Queda de cabelo; Acne,1 mês,Alto,Não,Sérum; Hidratante; Protetor solar,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Direito,Não,Não
48,Ensino Médio completo,Divorciado,MG,Sim,3.000 – 4.000,Queda de cabelo,6 meses,Baixo,Sim,Sérum,Dieta,NÃO,R$301 – R$500,Medicina,Não,Sim
26,Ensino Superior incompleto,União Estável,RJ,Sim,5.000 – 7.000,Acne,6 meses,Médio,Não,Hidratante,Skincare,SIM,R$201 – R$300,Medicina,Não,Sim
46,Mestrado,União Estável,SC,Sim,Até 2.000,Queda de cabelo,1 ano,Médio,Não,Hidratante,Dieta,SIM,R$301 – R$500,Medicina,Sim,Não
31,Pós-graduação,União Estável,DF,Sim,Acima de 7.000,Acne,6 meses,Alto,Sim,Hidratante,Skincare,SIM,R$301 – R$500,Engenharia,Sim,Sim
39,Ensino Superior completo,Solteiro,GO,Sim,5.000 – 7.000,Queda de cabelo; Ressecamento; Acne; Oleosidade,1 ano,Médio,Sim,Hidratante; Sérum; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$201 – R$300,Não,Não,Sim
28,Ensino Superior completo,Casado,MG,Sim,Acima de 7.000,Oleosidade; Acne; Manchas; Ressecamento; Queda de cabelo,1 mês,Médio,Sim,Protetor solar; Sérum; Hidratante,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Direito,Sim,Sim
40,Ensino Médio completo,União Estável,MG,Sim,Até 2.000,Manchas,1 mês,Baixo,Sim,Sérum,Skincare,NÃO,R$201 – R$300,Não,Sim,Não
18,Ensino Superior completo,Casado,SP,Não,2.000 – 3.000,Oleosidade; Ressecamento; Queda de cabelo,1 ano,Médio,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Medicina,Sim,Não
54,Ensino Superior completo,Casado,SC,Sim,4.000 – 5.000,Queda de cabelo; Acne; Ressecamento; Manchas,3 meses,Alto,Não,Protetor solar; Hidratante; Sérum,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Medicina,Sim,Não
38,Ensino Superior completo,Divorciado,BA,Sim,3.000 – 4.000,Ressecamento; Queda de cabelo; Oleosidade; Acne; Manchas,3 meses,Alto,Não,Protetor solar; Sérum; Hidratante,Skincare; Dieta; Atividade física,NÃO,Até R$100,Engenharia,Não,Não
43,Ensino Médio completo,União Estável,MG,Sim,2.000 – 3.000,Oleosidade,1 mês,Baixo,Sim,Hidratante,Dieta,NÃO,R$301 – R$500,Não,Não,Não
53,Ensino Médio completo,União Estável,SP,Sim,3.000 – 4.000,Queda de cabelo; Manchas; Ressecamento; Oleosidade; Acne,2 anos,Médio,Sim,Sérum; Hidratante; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$101 – R$200,Medicina,Sim,Não
40,Ensino Médio completo,União Estável,GO,Sim,2.000 – 3.000,Acne; Queda de cabelo; Ressecamento,3 meses,Alto,Não,Hidratante; Protetor solar; Sérum,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Medicina,Não,Não
18,Ensino Médio completo,Casado,DF,Sim,4.000 – 5.000,Queda de cabelo; Manchas; Ressecamento; Oleosidade,1 ano,Médio,Não,Protetor solar; Hidratante; Sérum,Skincare; Dieta; Atividade física,NÃO,R$201 – R$300,Engenharia,Não,Não
32,Ensino Fundamental completo,Solteiro,GO,Sim,5.000 – 7.000,Oleosidade; Queda de cabelo; Ressecamento; Acne,1 mês,Médio,Sim,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Engenharia,Não,Não
38,Ensino Superior incompleto,Casado,BA,Não,4.000 – 5.000,Acne; Ressecamento; Oleosidade; Manchas; Queda de cabelo,6 meses,Alto,Não,Protetor solar; Hidratante; Sérum,Dieta; Skincare; Atividade física,NÃO,R$101 – R$200,Engenharia,Não,Sim
26,Ensino Fundamental completo,União Estável,SC,Não,Até 2.000,Acne,6 meses,Alto,Não,Hidratante,Dieta,SIM,R$301 – R$500,Não,Não,Sim
26,Ensino Médio completo,União Estável,PR,Sim,4.000 – 5.000,Queda de cabelo; Ressecamento,3 meses,Médio,Não,Sérum; Protetor solar,Dieta; Skincare,NÃO,R$101 – R$200,Direito,Sim,Sim
27,Ensino Superior completo,União Estável,SP,Não,Até 2.000,Queda de cabelo; Acne; Oleosidade; Manchas,2 anos,Médio,Sim,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Direito,Não,Sim
43,Ensino Médio completo,Casado,PR,Sim,Acima de 7.000,Queda de cabelo; Oleosidade,3 meses,Médio,Sim,Hidratante; Sérum,Atividade física; Dieta,SIM,R$301 – R$500,Não,Não,Não
52,Ensino Fundamental completo,União Estável,GO,Sim,2.000 – 3.000,Ressecamento; Queda de cabelo; Oleosidade; Acne,2 anos,Alto,Não,Protetor solar; Hidratante; Sérum,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Não,Sim,Sim
42,Ensino Médio completo,Divorciado,GO,Sim,5.000 – 7.000,Ressecamento,3 meses,Baixo,Sim,Hidratante,Atividade física,SIM,R$301 – R$500,Não,Sim,Sim
43,Ensino Médio completo,União Estável,RJ,Sim,Acima de 7.000,Manchas,6 meses,Baixo,Não,Protetor solar,Skincare,SIM,R$301 – R$500,Medicina,Sim,Sim
28,Ensino Superior completo,Solteiro,RJ,Sim,5.000 – 7.000,Ressecamento; Manchas; Acne; Queda de cabelo,2 anos,Médio,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$101 – R$200,Direito,Não,Não
19,Ensino Fundamental completo,Divorciado,DF,Não,5.000 – 7.000,Acne; Manchas; Queda de cabelo; Ressecamento; Oleosidade,6 meses,Baixo,Sim,Protetor solar; Hidratante; Sérum,Dieta; Skincare; Atividade física,SIM,R$201 – R$300,Engenharia,Não,Sim
24,Ensino Superior completo,União Estável,BA,Sim,5.000 – 7.000,Manchas,1 ano,Médio,Sim,Hidratante,Atividade física,NÃO,R$201 – R$300,Direito,Sim,Sim
35,Pós-graduação,Divorciado,RJ,Sim,Acima de 7.000,Manchas,1 ano,Médio,Sim,Protetor solar,Dieta,SIM,R$301 – R$500,Não,Não,Sim
44,Ensino Superior completo,União Estável,RJ,Não,5.000 – 7.000,Oleosidade; Queda de cabelo; Manchas,1 mês,Médio,Não,Protetor solar; Sérum; Hidratante,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Medicina,Sim,Não
51,Ensino Superior completo,Solteiro,BA,Sim,5.000 – 7.000,Oleosidade,6 meses,Médio,Sim,Hidratante,Skincare,NÃO,R$101 – R$200,Não,Sim,Sim
44,Pós-graduação,União Estável,MG,Sim,5.000 – 7.000,Oleosidade; Ressecamento; Queda de cabelo,6 meses,Alto,Não,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Não,Não,Não
34,Ensino Superior completo,Divorciado,RJ,Sim,4.000 – 5.000,Oleosidade,1 mês,Baixo,Não,Hidratante,Dieta,NÃO,R$301 – R$500,Engenharia,Sim,Não
41,Ensino Fundamental incompleto,Solteiro,MG,Sim,5.000 – 7.000,Queda de cabelo,1 ano,Alto,Sim,Sérum,Skincare,SIM,R$301 – R$500,Não,Não,Sim
42,Ensino Médio completo,Casado,MG,Sim,4.000 – 5.000,Manchas; Oleosidade; Acne; Ressecamento; Queda de cabelo,1 ano,Alto,Não,Sérum; Hidratante; Protetor solar,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Engenharia,Sim,Não
24,Pós-graduação,Solteiro,SC,Sim,2.000 – 3.000,Oleosidade; Queda de cabelo; Ressecamento; Acne; Manchas,2 anos,Médio,Sim,Protetor solar; Sérum; Hidratante,Skincare; Atividade física; Dieta,NÃO,Até R$100,Engenharia,Sim,Não
23,Ensino Médio completo,Solteiro,MG,Sim,2.000 – 3.000,Manchas,2 anos,Médio,Não,Protetor solar,Dieta,NÃO,R$301 – R$500,Direito,Sim,Sim
41,Ensino Fundamental incompleto,Solteiro,MG,Não,Até 2.000,Manchas; Oleosidade; Queda de cabelo; Ressecamento,1 ano,Alto,Sim,Hidratante; Protetor solar; Sérum,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Não,Não,Não
50,Ensino Superior completo,Divorciado,RJ,Não,3.000 – 4.000,Oleosidade; Queda de cabelo; Manchas; Acne,3 meses,Baixo,Sim,Hidratante; Sérum; Protetor solar,Skincare; Atividade física; Dieta,NÃO,R$101 – R$200,Engenharia,Sim,Sim
46,Ensino Superior completo,Solteiro,MG,Sim,Até 2.000,Ressecamento,6 meses,Médio,Sim,Sérum,Dieta,NÃO,R$301 – R$500,Direito,Sim,Sim
39,Ensino Médio completo,União Estável,PR,Sim,5.000 – 7.000,Queda de cabelo; Ressecamento; Acne; Oleosidade,2 anos,Médio,Não,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Direito,Sim,Sim
43,Ensino Superior completo,Solteiro,BA,Sim,3.000 – 4.000,Oleosidade,3 meses,Baixo,Não,Hidratante,Atividade física,SIM,R$301 – R$500,Engenharia,Não,Não
45,Ensino Médio completo,Solteiro,RJ,Não,5.000 – 7.000,Ressecamento; Queda de cabelo; Manchas; Acne; Oleosidade,2 anos,Alto,Sim,Hidratante; Protetor solar; Sérum,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Engenharia,Não,Sim
38,Ensino Superior completo,União Estável,BA,Sim,Até 2.000,Queda de cabelo; Oleosidade,1 mês,Alto,Sim,Hidratante; Protetor solar,Dieta; Skincare,NÃO,R$201 – R$300,Medicina,Não,Sim
24,Ensino Médio completo,União Estável,SP,Sim,2.000 – 3.000,Manchas; Ressecamento; Acne,6 meses,Alto,Sim,Protetor solar; Hidratante; Sérum,Dieta; Skincare; Atividade física,NÃO,R$101 – R$200,Engenharia,Não,Sim
34,Ensino Médio completo,Casado,RJ,Sim,5.000 – 7.000,Ressecamento; Acne; Manchas; Queda de cabelo,2 anos,Baixo,Não,Sérum; Hidratante; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Engenharia,Não,Não
37,Ensino Superior completo,Solteiro,MG,Não,5.000 – 7.000,Oleosidade; Ressecamento; Manchas; Queda de cabelo,1 ano,Baixo,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Skincare; Dieta,NÃO,R$201 – R$300,Engenharia,Sim,Sim
37,Ensino Superior incompleto,Divorciado,PR,Sim,Até 2.000,Ressecamento; Queda de cabelo; Manchas; Acne; Oleosidade,1 mês,Médio,Não,Hidratante; Sérum; Protetor solar,Atividade física; Skincare; Dieta,NÃO,Até R$100,Engenharia,Sim,Não
39,Ensino Superior completo,Solteiro,BA,Sim,Acima de 7.000,Acne; Manchas; Oleosidade; Queda de cabelo,1 mês,Baixo,Sim,Hidratante; Sérum; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$101 – R$200,Medicina,Sim,Não
45,Ensino Superior incompleto,Solteiro,RJ,Sim,Acima de 7.000,Manchas,1 ano,Médio,Sim,Protetor solar,Atividade física,SIM,R$201 – R$300,Não,Sim,Sim
24,Ensino Médio completo,União Estável,PR,Sim,3.000 – 4.000,Manchas,1 mês,Médio,Não,Hidratante,Atividade física,NÃO,R$101 – R$200,Medicina,Não,Não
18,Ensino Superior completo,Casado,BA,Sim,3.000 – 4.000,Acne; Ressecamento,6 meses,Médio,Não,Sérum; Hidratante,Skincare; Atividade física,SIM,R$101 – R$200,Não,Sim,Sim
49,Ensino Médio completo,Solteiro,SP,Sim,Acima de 7.000,Manchas; Oleosidade,2 anos,Médio,Não,Protetor solar; Sérum,Skincare; Dieta,SIM,R$101 – R$200,Não,Não,Não
30,Ensino Médio completo,Divorciado,GO,Sim,5.000 – 7.000,Acne; Manchas,1 mês,Médio,Sim,Protetor solar; Sérum,Dieta; Atividade física,NÃO,Até R$100,Não,Não,Sim
47,Ensino Médio completo,Solteiro,DF,Sim,4.000 – 5.000,Manchas,6 meses,Baixo,Não,Sérum,Skincare,SIM,R$301 – R$500,Não,Não,Sim
40,Ensino Superior completo,Divorciado,DF,Sim,5.000 – 7.000,Manchas; Queda de cabelo,1 ano,Médio,Sim,Hidratante; Protetor solar,Dieta; Atividade física,SIM,R$301 – R$500,Direito,Sim,Não
36,Pós-graduação,União Estável,SP,Sim,3.000 – 4.000,Manchas; Queda de cabelo,2 anos,Médio,Não,Hidratante; Protetor solar,Skincare; Atividade física,SIM,R$301 – R$500,Medicina,Não,Sim
49,Mestrado,Casado,GO,Sim,4.000 – 5.000,Acne,1 ano,Médio,Sim,Sérum,Dieta,NÃO,R$101 – R$200,Não,Sim,Sim
47,Ensino Superior incompleto,Solteiro,SC,Não,3.000 – 4.000,Manchas; Acne; Oleosidade; Ressecamento; Queda de cabelo,2 anos,Alto,Sim,Hidratante; Protetor solar; Sérum,Skincare; Atividade física; Dieta,NÃO,R$101 – R$200,Medicina,Não,Não
46,Ensino Médio completo,Casado,GO,Sim,5.000 – 7.000,Manchas; Ressecamento; Acne; Oleosidade,1 mês,Alto,Sim,Protetor solar; Sérum; Hidratante,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Não,Sim,Não
46,Ensino Superior incompleto,Solteiro,SC,Sim,5.000 – 7.000,Queda de cabelo; Ressecamento; Acne,1 mês,Alto,Sim,Hidratante; Protetor solar; Sérum,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Medicina,Sim,Não
47,Ensino Superior completo,Divorciado,RJ,Sim,5.000 – 7.000,Oleosidade,2 anos,Baixo,Sim,Protetor solar,Atividade física,NÃO,R$201 – R$300,Medicina,Não,Não
33,Ensino Médio completo,Casado,SC,Sim,3.000 – 4.000,Ressecamento,6 meses,Baixo,Não,Sérum,Dieta,NÃO,R$201 – R$300,Direito,Não,Não
36,Mestrado,Solteiro,DF,Sim,2.000 – 3.000,Ressecamento; Oleosidade; Acne,6 meses,Médio,Não,Sérum; Hidratante; Protetor solar,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Não,Sim,Sim
35,Ensino Médio completo,União Estável,DF,Não,4.000 – 5.000,Queda de cabelo; Acne; Oleosidade,6 meses,Alto,Não,Sérum; Hidratante; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$201 – R$300,Engenharia,Sim,Sim
18,Mestrado,Divorciado,PR,Sim,5.000 – 7.000,Ressecamento; Oleosidade,3 meses,Médio,Sim,Protetor solar; Sérum,Skincare; Dieta,SIM,R$201 – R$300,Direito,Não,Sim
31,Ensino Superior completo,Casado,SC,Sim,4.000 – 5.000,Oleosidade; Acne; Ressecamento,6 meses,Alto,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Direito,Não,Não
19,Ensino Superior completo,Solteiro,PR,Sim,Até 2.000,Acne; Queda de cabelo; Ressecamento; Manchas,1 mês,Médio,Não,Hidratante; Protetor solar; Sérum,Atividade física; Skincare; Dieta,NÃO,R$201 – R$300,Não,Não,Não
45,Ensino Médio completo,Casado,DF,Sim,Acima de 7.000,Oleosidade; Queda de cabelo; Manchas; Ressecamento,3 meses,Alto,Sim,Protetor solar; Sérum; Hidratante,Dieta; Atividade física; Skincare,SIM,R$201 – R$300,Medicina,Sim,Sim
47,Ensino Fundamental incompleto,Solteiro,BA,Não,Até 2.000,Oleosidade; Queda de cabelo; Acne; Manchas,6 meses,Alto,Sim,Sérum; Hidratante; Protetor solar,Dieta; Skincare; Atividade física,NÃO,R$201 – R$300,Não,Não,Não
21,Ensino Médio completo,Divorciado,BA,Sim,Acima de 7.000,Acne; Manchas; Oleosidade; Queda de cabelo,1 mês,Baixo,Não,Protetor solar; Sérum; Hidratante,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Medicina,Sim,Sim
18,Ensino Médio completo,União Estável,GO,Sim,Até 2.000,Acne; Ressecamento; Oleosidade; Manchas,3 meses,Médio,Sim,Hidratante; Protetor solar; Sérum,Atividade física; Skincare; Dieta,NÃO,R$101 – R$200,Não,Não,Sim
25,Ensino Fundamental incompleto,Divorciado,GO,Sim,5.000 – 7.000,Acne; Oleosidade,1 mês,Médio,Sim,Sérum; Protetor solar,Atividade física; Dieta,NÃO,R$101 – R$200,Direito,Não,Não
46,Ensino Superior completo,Casado,GO,Sim,2.000 – 3.000,Ressecamento,2 anos,Baixo,Não,Protetor solar,Skincare,NÃO,R$101 – R$200,Não,Não,Não
20,Ensino Superior incompleto,Casado,SC,Não,Acima de 7.000,Queda de cabelo; Oleosidade; Manchas,1 mês,Médio,Sim,Hidratante; Protetor solar; Sérum,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Medicina,Sim,Não
49,Ensino Superior completo,Solteiro,GO,Não,4.000 – 5.000,Ressecamento,3 meses,Médio,Não,Protetor solar,Dieta,NÃO,Até R$100,Medicina,Sim,Não
27,Ensino Superior completo,Divorciado,SC,Não,2.000 – 3.000,Ressecamento; Queda de cabelo; Acne,6 meses,Baixo,Sim,Protetor solar; Sérum; Hidratante,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Direito,Sim,Não
27,Ensino Fundamental completo,Solteiro,SC,Sim,3.000 – 4.000,Acne; Oleosidade,3 meses,Médio,Não,Protetor solar; Sérum,Dieta; Skincare,NÃO,R$201 – R$300,Engenharia,Sim,Não
36,Mestrado,Divorciado,MG,Sim,2.000 – 3.000,Acne; Ressecamento,6 meses,Médio,Sim,Sérum; Protetor solar,Atividade física; Skincare,SIM,R$301 – R$500,Não,Não,Sim
51,Ensino Médio completo,Casado,MG,Sim,2.000 – 3.000,Acne; Oleosidade; Queda de cabelo; Manchas; Ressecamento,6 meses,Baixo,Não,Protetor solar; Hidratante; Sérum,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Não,Não,Não
50,Ensino Superior incompleto,Solteiro,SC,Sim,Acima de 7.000,Ressecamento; Acne; Manchas; Queda de cabelo; Oleosidade,1 ano,Médio,Sim,Hidratante; Protetor solar; Sérum,Atividade física; Dieta; Skincare,SIM,R$201 – R$300,Não,Não,Sim
40,Ensino Superior incompleto,Solteiro,BA,Sim,4.000 – 5.000,Oleosidade; Ressecamento,2 anos,Baixo,Não,Sérum; Protetor solar,Skincare; Dieta,NÃO,R$101 – R$200,Engenharia,Sim,Sim
45,Ensino Superior completo,Divorciado,PR,Sim,5.000 – 7.000,Ressecamento; Manchas,1 ano,Alto,Sim,Protetor solar; Sérum,Skincare; Dieta,SIM,R$101 – R$200,Engenharia,Sim,Sim
49,Ensino Fundamental completo,União Estável,DF,Não,5.000 – 7.000,Manchas; Queda de cabelo; Oleosidade,3 meses,Baixo,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Dieta; Skincare,NÃO,R$101 – R$200,Engenharia,Não,Não
24,Ensino Superior incompleto,Divorciado,DF,Sim,5.000 – 7.000,Oleosidade; Queda de cabelo,1 ano,Alto,Não,Hidratante; Sérum,Dieta; Atividade física,SIM,R$301 – R$500,Não,Não,Sim
46,Ensino Superior completo,União Estável,RJ,Sim,2.000 – 3.000,Queda de cabelo,6 meses,Médio,Sim,Sérum,Dieta,NÃO,R$101 – R$200,Engenharia,Sim,Não
25,Ensino Médio completo,Divorciado,SP,Não,3.000 – 4.000,Ressecamento; Queda de cabelo; Manchas,3 meses,Baixo,Sim,Sérum; Protetor solar; Hidratante,Dieta; Skincare; Atividade física,NÃO,R$201 – R$300,Engenharia,Sim,Não
18,Ensino Superior completo,Casado,MG,Sim,5.000 – 7.000,Manchas; Queda de cabelo,1 ano,Médio,Sim,Protetor solar; Sérum,Dieta; Atividade física,SIM,R$201 – R$300,Direito,Sim,Não
20,Pós-graduação,Solteiro,SC,Sim,Acima de 7.000,Acne; Oleosidade; Ressecamento,1 mês,Médio,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Medicina,Sim,Não
41,Mestrado,Divorciado,SP,Sim,3.000 – 4.000,Queda de cabelo; Acne; Manchas,2 anos,Médio,Sim,Sérum; Protetor solar; Hidratante,Atividade física; Dieta; Skincare,NÃO,R$101 – R$200,Não,Não,Não
40,Ensino Fundamental incompleto,Casado,MG,Sim,3.000 – 4.000,Acne; Queda de cabelo; Manchas; Oleosidade,1 mês,Médio,Sim,Protetor solar; Hidratante; Sérum,Dieta; Skincare; Atividade física,NÃO,Até R$100,Não,Sim,Sim
25,Ensino Médio completo,Divorciado,RJ,Sim,4.000 – 5.000,Oleosidade; Manchas; Queda de cabelo; Ressecamento; Acne,3 meses,Médio,Sim,Protetor solar; Hidratante; Sérum,Skincare; Atividade física; Dieta,NÃO,Até R$100,Não,Não,Não
54,Ensino Médio completo,Solteiro,DF,Sim,Acima de 7.000,Manchas; Queda de cabelo; Oleosidade,1 ano,Baixo,Não,Protetor solar; Hidratante; Sérum,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Engenharia,Não,Sim
20,Ensino Médio completo,Divorciado,PR,Sim,3.000 – 4.000,Queda de cabelo; Oleosidade; Ressecamento,6 meses,Baixo,Sim,Hidratante; Protetor solar; Sérum,Atividade física; Dieta; Skincare,NÃO,R$301 – R$500,Engenharia,Não,Não
50,Ensino Médio completo,União Estável,SC,Sim,4.000 – 5.000,Oleosidade; Queda de cabelo; Ressecamento; Manchas,1 ano,Alto,Sim,Hidratante; Protetor solar; Sérum,Skincare; Dieta; Atividade física,SIM,R$101 – R$200,Não,Sim,Não
45,Ensino Médio completo,Solteiro,RJ,Não,Acima de 7.000,Manchas; Oleosidade,3 meses,Médio,Não,Protetor solar; Hidratante,Skincare; Dieta,SIM,R$101 – R$200,Não,Não,Não
25,Mestrado,União Estável,DF,Sim,Até 2.000,Ressecamento; Manchas; Acne,3 meses,Médio,Não,Protetor solar; Hidratante; Sérum,Atividade física; Dieta; Skincare,NÃO,R$101 – R$200,Não,Não,Sim
51,Pós-graduação,Casado,BA,Sim,Até 2.000,Ressecamento; Manchas; Acne; Oleosidade,3 meses,Alto,Sim,Protetor solar; Sérum; Hidratante,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Direito,Não,Sim
52,Ensino Fundamental incompleto,Casado,MG,Sim,5.000 – 7.000,Manchas,3 meses,Médio,Sim,Protetor solar,Atividade física,SIM,R$301 – R$500,Não,Sim,Sim
49,Ensino Médio completo,Divorciado,SC,Sim,Acima de 7.000,Manchas; Ressecamento; Oleosidade; Acne,1 ano,Alto,Não,Protetor solar; Hidratante; Sérum,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Não,Não,Sim
41,Ensino Superior incompleto,União Estável,SP,Sim,3.000 – 4.000,Oleosidade; Manchas; Ressecamento; Queda de cabelo; Acne,1 mês,Médio,Sim,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,SIM,R$201 – R$300,Não,Não,Não
31,Ensino Médio completo,União Estável,BA,Sim,4.000 – 5.000,Acne; Oleosidade; Queda de cabelo; Manchas; Ressecamento,6 meses,Baixo,Sim,Hidratante; Sérum; Protetor solar,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Medicina,Não,Não
49,Ensino Superior completo,Solteiro,DF,Sim,4.000 – 5.000,Acne; Ressecamento,6 meses,Alto,Sim,Protetor solar; Sérum,Skincare; Dieta,NÃO,R$101 – R$200,Engenharia,Sim,Sim
